date,indicator,value,entity
2020-11-13,Daily hospital occupancy,336.0,Northern Ireland
2020-11-14,Daily hospital occupancy,344.0,Northern Ireland
2020-11-15,Daily hospital occupancy,348.0,Northern Ireland
2020-11-16,Daily hospital occupancy,350.0,Northern Ireland
2020-11-17,Daily hospital occupancy,344.0,Northern Ireland
2020-11-18,Daily hospital occupancy,345.0,Northern Ireland
2020-11-19,Daily hospital occupancy,335.0,Northern Ireland
2020-11-20,Daily hospital occupancy,326.0,Northern Ireland
2020-11-21,Daily hospital occupancy,333.0,Northern Ireland
2020-11-22,Daily hospital occupancy,337.0,Northern Ireland
2020-11-23,Daily hospital occupancy,304.0,Northern Ireland
2020-11-24,Daily hospital occupancy,290.0,Northern Ireland
2020-11-25,Daily hospital occupancy,280.0,Northern Ireland
2020-11-26,Daily hospital occupancy,271.0,Northern Ireland
2020-11-27,Daily hospital occupancy,265.0,Northern Ireland
2020-11-28,Daily hospital occupancy,265.0,Northern Ireland
2020-11-29,Daily hospital occupancy,278.0,Northern Ireland
2020-11-30,Daily hospital occupancy,268.0,Northern Ireland
2020-12-01,Daily hospital occupancy,261.0,Northern Ireland
2020-12-02,Daily hospital occupancy,238.0,Northern Ireland
2020-12-03,Daily hospital occupancy,237.0,Northern Ireland
2020-12-04,Daily hospital occupancy,241.0,Northern Ireland
2020-12-05,Daily hospital occupancy,246.0,Northern Ireland
2020-12-06,Daily hospital occupancy,255.0,Northern Ireland
2020-12-07,Daily hospital occupancy,261.0,Northern Ireland
2020-12-08,Daily hospital occupancy,270.0,Northern Ireland
2020-12-09,Daily hospital occupancy,253.0,Northern Ireland
2020-12-10,Daily hospital occupancy,253.0,Northern Ireland
2020-12-11,Daily hospital occupancy,249.0,Northern Ireland
2020-12-12,Daily hospital occupancy,260.0,Northern Ireland
2020-12-13,Daily hospital occupancy,274.0,Northern Ireland
2020-12-14,Daily hospital occupancy,282.0,Northern Ireland
2020-12-15,Daily hospital occupancy,277.0,Northern Ireland
2020-12-16,Daily hospital occupancy,270.0,Northern Ireland
2020-12-17,Daily hospital occupancy,263.0,Northern Ireland
2020-12-18,Daily hospital occupancy,256.0,Northern Ireland
2020-12-19,Daily hospital occupancy,262.0,Northern Ireland
2020-12-20,Daily hospital occupancy,272.0,Northern Ireland
2020-12-21,Daily hospital occupancy,274.0,Northern Ireland
2020-12-22,Daily hospital occupancy,275.0,Northern Ireland
2020-12-23,Daily hospital occupancy,263.0,Northern Ireland
2020-12-24,Daily hospital occupancy,244.0,Northern Ireland
2020-12-25,Daily hospital occupancy,263.0,Northern Ireland
2020-12-26,Daily hospital occupancy,279.0,Northern Ireland
2020-12-27,Daily hospital occupancy,287.0,Northern Ireland
2020-12-28,Daily hospital occupancy,315.0,Northern Ireland
2020-12-29,Daily hospital occupancy,342.0,Northern Ireland
2020-12-30,Daily hospital occupancy,353.0,Northern Ireland
2020-12-31,Daily hospital occupancy,336.0,Northern Ireland
2021-01-01,Daily hospital occupancy,350.0,Northern Ireland
2021-01-02,Daily hospital occupancy,371.0,Northern Ireland
2021-01-03,Daily hospital occupancy,401.0,Northern Ireland
2021-01-04,Daily hospital occupancy,403.0,Northern Ireland
2021-01-05,Daily hospital occupancy,417.0,Northern Ireland
2021-01-06,Daily hospital occupancy,436.0,Northern Ireland
2021-01-07,Daily hospital occupancy,447.0,Northern Ireland
2021-01-08,Daily hospital occupancy,491.0,Northern Ireland
2021-01-09,Daily hospital occupancy,519.0,Northern Ireland
2021-01-10,Daily hospital occupancy,567.0,Northern Ireland
2021-01-11,Daily hospital occupancy,572.0,Northern Ireland
2021-01-12,Daily hospital occupancy,581.0,Northern Ireland
2021-01-13,Daily hospital occupancy,599.0,Northern Ireland
2021-01-14,Daily hospital occupancy,590.0,Northern Ireland
2021-01-15,Daily hospital occupancy,573.0,Northern Ireland
2021-01-16,Daily hospital occupancy,585.0,Northern Ireland
2021-01-17,Daily hospital occupancy,598.0,Northern Ireland
2021-01-18,Daily hospital occupancy,598.0,Northern Ireland
2021-01-19,Daily hospital occupancy,592.0,Northern Ireland
2021-01-20,Daily hospital occupancy,579.0,Northern Ireland
2021-01-21,Daily hospital occupancy,576.0,Northern Ireland
